"","customer_id","Index","Data","Fitted","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"1",8141271,2016-01-01,27225.4899902344,3402.21984510956,NA,NA,NA,NA,NA
"2",8141271,2016-02-01,41726.1697540283,51136.3518756181,NA,NA,NA,NA,NA
"3",8141271,2016-03-01,45203.9898071289,60700.6059606148,NA,NA,NA,NA,NA
"4",8141271,2016-04-01,12050.4799804688,49212.436999178,NA,NA,NA,NA,NA
"5",8141271,2016-05-01,26133.1099853516,22602.8003322519,NA,NA,NA,NA,NA
"6",8141271,2016-06-01,1062.06000137329,10983.9608146586,NA,NA,NA,NA,NA
"7",8141271,2016-07-01,12005.9699325562,71599.8684919897,NA,NA,NA,NA,NA
"8",8141271,2016-08-01,80563.6897735596,27002.8069717725,NA,NA,NA,NA,NA
"9",8141271,2016-09-01,35496.4499969482,42372.2156498242,NA,NA,NA,NA,NA
"10",8141271,2016-10-01,16922.840057373,28558.5796919083,NA,NA,NA,NA,NA
"11",8141271,2016-11-01,56512.4799480438,61495.5235009987,NA,NA,NA,NA,NA
"12",8141271,2016-12-01,34272.9998321533,-22465.0647223579,NA,NA,NA,NA,NA
"13",8141271,2017-01-01,9681.71997070312,-2922.4360336369,NA,NA,NA,NA,NA
"14",8141271,2017-02-01,48096,40739.9245387169,NA,NA,NA,NA,NA
"15",8141271,2017-03-01,76146,56389.1839306689,NA,NA,NA,NA,NA
"16",8141271,2017-04-01,101208,57695.6008274003,NA,NA,NA,NA,NA
"17",8141271,2017-05-01,64517,60365.2402978507,NA,NA,NA,NA,NA
"18",8141271,2017-06-01,64730,48971.9446637259,NA,NA,NA,NA,NA
"19",8141271,2017-07-01,183162,118907.920858439,NA,NA,NA,NA,NA
"20",8141271,2017-08-01,69567,119259.208595129,NA,NA,NA,NA,NA
"21",8141271,2017-09-01,107395,97154.8038115768,NA,NA,NA,NA,NA
"22",8141271,2017-10-01,107003,89553.0918995101,NA,NA,NA,NA,NA
"23",8141271,2017-11-01,145404,133046.137447408,NA,NA,NA,NA,NA
"24",8141271,2017-12-01,9671,55379.1126599047,NA,NA,NA,NA,NA
"25",8141271,2018-01-01,5548,37740.7825720048,NA,NA,NA,NA,NA
"26",8141271,2018-02-01,NA,NA,65144.916904839,22655.0712559579,107634.76255372,162.305654948919,130127.528154729
"27",8141271,2018-03-01,NA,NA,78124.4237894695,32922.748768969,123326.09880997,8994.42741400837,147254.420164931
"28",8141271,2018-04-01,NA,NA,72260.4670929176,24500.6946264145,120020.239559421,-781.80171691754,145302.735902753
"29",8141271,2018-05-01,NA,NA,59138.0803121371,8950.42936645771,109325.731257816,-17617.3082081821,135893.468832456
"30",8141271,2018-06-01,NA,NA,46237.9797338613,-6265.39871780179,98741.3581855243,-34059.0083847605,126534.967852483
